date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_storeConfirm,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
2020-01-20,270,0,25,6,,0,239,0,0,0,0,,0,0,湖北
2020-01-21,375,0,28,9,,0,338,105,0,3,3,,0,0,湖北
2020-01-22,444,0,28,17,,0,399,69,0,0,8,,0,0,湖北
2020-01-23,549,0,31,24,,0,494,105,0,3,7,,0,0,湖北
2020-01-24,729,0,32,39,,0,658,180,0,1,15,,0,0,湖北
2020-01-25,1052,0,42,52,,0,958,323,0,10,13,,0,0,湖北
2020-01-26,1423,0,44,76,,0,1303,371,0,2,24,,0,0,湖北
2020-01-27,2714,0,47,100,,0,2567,1291,0,3,24,,0,0,湖北
2020-01-28,3554,0,80,125,,0,3349,840,0,33,25,,0,0,湖北
2020-01-29,4586,0,90,162,,0,4334,1032,0,10,37,,0,0,湖北
2020-01-30,5806,0,116,204,,0,5486,1220,0,26,42,,0,0,湖北
2020-01-31,7153,0,166,249,,0,6738,1347,0,50,45,,0,0,湖北
2020-02-01,9074,0,215,294,,0,8565,1921,0,49,45,,0,0,湖北
2020-02-02,11177,0,295,350,,0,10532,2103,0,80,56,,0,0,湖北
2020-02-03,13522,0,396,414,,0,12712,2345,0,101,64,,0,0,湖北
2020-02-04,16678,0,520,479,,0,15679,3156,0,124,65,,0,0,湖北
2020-02-05,19655,0,633,549,,0,18473,2987,0,113,70,,0,0,湖北
2020-02-06,22112,0,817,618,,0,20677,2447,0,184,69,,0,0,湖北
2020-02-07,24953,0,1115,699,,0,23139,2841,0,298,81,,0,0,湖北
2020-02-08,27100,0,1439,780,,0,24881,2147,0,324,81,,0,0,湖北
2020-02-09,29631,0,1795,871,,0,26965,2618,0,356,91,,0,0,湖北
2020-02-10,31728,0,2222,974,,0,28532,2097,0,427,103,,0,0,湖北
2020-02-11,33366,0,2639,1068,,0,29659,1638,0,417,94,,0,0,湖北
2020-02-12,48206,0,3441,1310,,0,43455,14840,0,802,242,,0,0,湖北
2020-02-13,51986,0,4131,1318,,0,46537,4823,0,690,8,,0,0,湖北
2020-02-14,54406,0,4774,1457,,0,48175,2420,0,643,139,,0,0,湖北
2020-02-15,56249,0,5623,1596,,0,49030,1843,0,849,139,,0,0,湖北
2020-02-16,58182,0,6639,1696,,0,49847,1933,0,1016,100,,0,0,湖北
2020-02-17,59989,0,7862,1789,,0,50338,1807,0,1223,93,,0,0,湖北
2020-02-18,61682,0,9128,1921,,0,50633,1693,0,1266,132,,0,0,湖北
2020-02-19,62457,0,10337,2029,,0,50091,775,0,1209,108,,0,0,湖北
2020-02-20,63088,0,11788,2144,,0,49156,631,0,1451,115,,0,0,湖北
2020-02-21,63454,0,13557,2250,,0,47647,366,0,1769,106,,0,0,湖北
2020-02-22,64084,0,15299,2346,,0,46439,630,0,1742,96,,0,0,湖北
2020-02-23,64287,0,16738,2495,,0,45054,398,0,1439,149,,0,0,湖北
2020-02-24,64786,0,18854,2563,,0,43369,499,0,2116,68,,0,0,湖北
2020-02-25,65187,0,20912,2615,,0,41660,401,0,2058,52,,0,0,湖北
2020-02-26,65596,0,23200,2641,,0,39755,409,0,2288,26,,0,0,湖北
2020-02-27,65914,0,26403,2682,,0,36829,318,0,3203,41,,0,0,湖北
2020-02-28,66337,0,28895,2727,,0,34715,423,0,2492,45,,0,0,湖北
2020-02-29,66907,0,31187,2761,,0,32959,570,0,2292,34,,0,0,湖北
2020-03-01,67103,0,33757,2803,,0,30543,196,0,2570,42,,0,0,湖北
2020-03-02,67217,0,36167,2834,,0,28216,114,0,2410,31,,0,0,湖北
2020-03-03,67332,0,38556,2871,,0,25905,115,0,2389,37,,0,0,湖北
2020-03-04,67466,0,40479,2902,,0,24085,134,0,1923,31,,0,0,湖北
2020-03-05,67592,0,41966,2931,,0,22695,126,0,1487,29,,0,0,湖北
2020-03-06,67666,0,43468,2959,,0,21239,74,0,1502,28,,0,0,湖北
2020-03-07,67707,0,45011,2986,,0,19710,41,0,1543,27,,0,0,湖北
2020-03-08,67743,0,46433,3007,,0,18303,36,0,1422,21,,0,0,湖北
2020-03-09,67760,0,47585,3024,,0,17151,17,0,1152,17,,0,0,湖北
2020-03-10,67773,0,49056,3046,,0,15671,13,0,1471,22,,0,0,湖北
2020-03-11,67781,0,50298,3056,,0,14427,8,0,1242,10,,0,0,湖北
2020-03-12,67786,0,51553,3062,,0,13171,5,0,1255,6,,0,0,湖北
2020-03-13,67790,0,52943,3075,,0,11772,4,0,1390,13,,0,0,湖北
2020-03-14,67794,0,54278,3085,,0,10431,4,0,1335,10,,0,0,湖北
2020-03-15,67798,0,55094,3099,,0,9605,4,0,816,14,,0,0,湖北
2020-03-16,67798,0,55987,3111,,0,8700,4,0,893,12,,0,0,湖北
2020-03-17,67800,0,56883,3122,,0,7795,1,0,896,11,,0,0,湖北
2020-03-18,67800,0,57678,3130,,0,6992,0,0,795,8,,0,0,湖北
2020-03-19,67800,0,58381,3132,,0,6287,0,0,703,2,,0,0,湖北
2020-03-20,67800,0,58942,3139,,0,5719,0,0,561,7,,0,0,湖北
2020-03-21,67800,0,59432,3144,,0,5224,0,0,490,5,,0,0,湖北
2020-03-22,67800,0,59879,3153,,0,4768,0,0,447,9,,0,0,湖北
2020-03-23,67801,0,60323,3160,,0,4318,1,0,444,7,,0,0,湖北
2020-03-24,67801,0,60810,3163,,0,3828,0,0,487,3,,0,0,湖北
2020-03-25,67801,0,61201,3169,,0,3431,0,0,391,6,,0,0,湖北
2020-03-26,67801,0,61731,3174,,0,2896,0,0,530,5,,0,0,湖北
2020-03-27,67801,0,62098,3177,,0,2526,0,0,367,3,,0,0,湖北
2020-03-28,67801,0,62565,3177,,0,2059,0,0,467,0,,0,0,湖北
2020-03-29,67801,0,62882,3186,,0,1733,0,0,317,9,,0,0,湖北
2020-03-30,67801,0,63153,3187,,0,1461,0,0,271,1,,0,0,湖北
2020-03-31,67802,0,63326,3193,,0,1283,1,0,173,6,,0,0,湖北
2020-04-01,67802,0,63471,3199,,0,1132,0,0,145,6,,0,0,湖北
2020-04-02,67802,0,63612,3203,,0,987,0,0,141,4,,0,0,湖北
2020-04-03,67803,0,63762,3207,,0,834,1,0,150,4,,0,0,湖北
2020-04-04,67803,0,63945,3210,,0,648,0,0,183,3,,0,0,湖北
2020-04-05,67803,0,64014,3212,,0,577,0,0,69,2,,0,0,湖北
2020-04-06,67803,0,64073,3212,,0,518,0,0,59,0,,0,0,湖北
2020-04-07,67803,0,64142,3213,,0,448,0,0,69,1,,0,0,湖北
2020-04-08,67803,0,64187,3215,,0,401,0,0,45,2,,0,0,湖北
2020-04-09,67803,0,64236,3216,,0,351,0,0,49,1,,0,0,湖北
2020-04-10,67803,0,64264,3219,,0,320,0,0,28,3,,0,0,湖北
2020-04-11,67803,0,64281,3219,,0,303,0,0,17,0,,0,0,湖北
2020-04-12,67803,0,64338,3221,,0,244,0,0,57,2,,0,0,湖北
2020-04-13,67803,0,64363,3221,,0,219,0,0,25,0,,0,0,湖北
2020-04-14,67803,0,64402,3222,,0,179,0,0,39,1,,0,0,湖北
2020-04-15,67803,0,64435,3222,,0,146,0,0,33,0,,0,0,湖北
2020-04-16,68128,0,63487,4512,,0,129,0,0,17,0,,0,0,湖北
2020-04-17,68128,0,63494,4512,,0,122,0,0,7,0,,0,0,湖北
2020-04-18,68128,0,63507,4512,,0,109,0,0,13,0,,0,0,湖北
2020-04-19,68128,0,63511,4512,,0,105,0,0,4,0,,0,0,湖北
2020-04-20,68128,0,63511,4512,,0,105,0,0,0,0,,0,0,湖北
2020-04-21,68128,0,63519,4512,,0,97,0,0,8,0,,0,0,湖北
2020-04-22,68128,0,63547,4512,,0,69,0,0,28,0,,0,0,湖北
2020-04-23,68128,0,63569,4512,,0,47,0,0,22,0,,0,0,湖北
2020-04-24,68128,0,63593,4512,,0,23,0,0,24,0,,0,0,湖北
2020-04-25,68128,0,63604,4512,,0,12,0,0,11,0,,0,0,湖北
2020-04-26,68128,0,63616,4512,,0,0,0,0,12,0,,0,0,湖北
2020-04-27,68128,0,63616,4512,,0,0,0,0,0,0,,0,0,湖北
2020-04-28,68128,0,63616,4512,,0,0,0,0,0,0,,0,0,湖北
2020-04-29,68128,0,63616,4512,,0,0,0,0,0,0,,0,0,湖北
2020-04-30,68128,0,63616,4512,,0,0,0,0,0,0,,0,0,湖北
2020-05-01,68128,0,63616,4512,,0,0,0,0,0,0,,0,0,湖北
2020-05-02,68128,0,63616,4512,,0,0,0,0,0,0,,0,0,湖北
2020-05-03,68128,0,63616,4512,,0,0,0,0,0,0,,0,0,湖北
2020-05-04,68128,0,63616,4512,,0,0,0,0,0,0,,0,0,湖北
2020-05-05,68128,0,63616,4512,,0,0,0,0,0,0,,0,0,湖北
2020-05-06,68128,0,63616,4512,,0,0,0,0,0,0,,0,0,湖北
2020-05-07,68128,0,63616,4512,,0,0,0,0,0,0,,0,0,湖北
2020-05-08,68128,0,63616,4512,,0,0,0,0,0,0,,0,0,湖北
2020-05-09,68129,0,63616,4512,,0,1,1,0,0,0,,0,0,湖北
2020-05-10,68134,0,63616,4512,,0,6,5,0,0,0,,0,0,湖北
2020-05-11,68134,0,63616,4512,,0,6,0,0,0,0,,0,0,湖北
2020-05-12,68134,0,63616,4512,,0,6,0,0,0,0,,0,0,湖北
2020-05-13,68134,0,63616,4512,,0,6,0,0,0,0,,0,0,湖北
2020-05-14,68134,0,63616,4512,,0,6,0,0,0,0,,0,0,湖北
2020-05-15,68134,0,63616,4512,,0,6,0,0,0,0,,0,0,湖北
2020-05-16,68134,0,63616,4512,,0,6,0,0,0,0,,0,0,湖北
2020-05-17,68134,0,63616,4512,,0,6,0,0,0,0,,0,0,湖北
2020-05-18,68135,0,63616,4512,,0,7,1,0,0,0,,0,0,湖北
2020-05-19,68135,0,63616,4512,,0,7,0,0,0,0,,0,0,湖北
2020-05-20,68135,0,63616,4512,,0,7,0,0,0,0,,0,0,湖北
2020-05-21,68135,0,63616,4512,,0,7,0,0,0,0,,0,0,湖北
2020-05-22,68135,0,63616,4512,,0,7,0,0,0,0,,0,0,湖北
2020-05-23,68135,0,63616,4512,,0,7,0,0,0,0,,0,0,湖北
2020-05-24,68135,0,63617,4512,,0,6,0,0,1,0,,0,0,湖北
2020-05-25,68135,0,63617,4512,,0,6,0,0,0,0,,0,0,湖北
2020-05-26,68135,0,63618,4512,,0,5,0,0,1,0,,0,0,湖北
2020-05-27,68135,0,63618,4512,,0,5,0,0,0,0,,0,0,湖北
2020-05-28,68135,0,63618,4512,,0,5,0,0,0,0,,0,0,湖北
2020-05-29,68135,0,63619,4512,,0,4,0,0,1,0,,0,0,湖北
2020-05-30,68135,0,63619,4512,,0,4,0,0,0,0,,0,0,湖北
2020-05-31,68135,0,63620,4512,,0,3,0,0,1,0,,0,0,湖北
2020-06-01,68135,0,63620,4512,,0,3,0,0,0,0,,0,0,湖北
2020-06-02,68135,0,63620,4512,,0,3,0,0,0,0,,0,0,湖北
2020-06-03,68135,0,63620,4512,,0,3,0,0,0,0,,0,0,湖北
2020-06-04,68135,0,63623,4512,,0,0,0,0,3,0,,0,0,湖北
2020-06-05,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-06,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-07,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-08,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-09,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-10,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-11,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-12,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-13,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-14,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-15,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-16,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-17,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-18,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-19,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-20,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-21,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-22,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-23,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-24,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-25,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-26,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-27,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-28,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-29,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-06-30,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-01,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-02,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-03,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-04,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-05,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-06,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-07,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-08,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-09,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-10,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-11,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-12,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-13,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-14,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-15,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-16,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-17,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-18,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-19,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-20,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-21,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-22,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-23,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-24,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-25,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-26,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-27,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-28,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-29,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-30,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-07-31,68135,0,63623,4512,,0,0,0,0,0,0,,0,0,湖北
2020-08-01,68138,0,63623,4512,,0,3,3,0,0,0,,0,0,湖北
2020-08-02,68138,0,63623,4512,,0,3,0,0,0,0,,0,0,湖北
2020-08-03,68138,0,63623,4512,,0,3,0,0,0,0,,0,0,湖北
2020-08-04,68138,0,63623,4512,,0,3,0,0,0,0,,0,0,湖北
2020-08-05,68138,0,63623,4512,,0,3,0,0,0,0,,0,0,湖北
2020-08-06,68138,0,63623,4512,,0,3,0,0,0,0,,0,0,湖北
2020-08-07,68139,0,63623,4512,,0,4,1,0,0,0,,0,0,湖北
2020-08-08,68139,0,63623,4512,,0,4,0,0,0,0,,0,0,湖北
2020-08-09,68139,0,63623,4512,,0,4,0,0,0,0,,0,0,湖北
2020-08-10,68139,0,63623,4512,,0,4,0,0,0,0,,0,0,湖北
2020-08-11,68139,0,63623,4512,,0,4,0,0,0,0,,0,0,湖北
2020-08-12,68139,0,63623,4512,,0,4,0,0,0,0,,0,0,湖北
2020-08-13,68139,0,63623,4512,,0,4,0,0,0,0,,0,0,湖北
2020-08-14,68139,0,63625,4512,,0,2,0,0,2,0,,0,0,湖北
2020-08-15,68139,0,63625,4512,,0,2,0,0,0,0,,0,0,湖北
2020-08-16,68139,0,63625,4512,,0,2,0,0,0,0,,0,0,湖北
2020-08-17,68139,0,63625,4512,,0,2,0,0,0,0,,0,0,湖北
2020-08-18,68139,0,63626,4512,,0,1,0,0,1,0,,0,0,湖北
2020-08-19,68139,0,63626,4512,,0,1,0,0,0,0,,0,0,湖北
2020-08-20,68139,0,63626,4512,,0,1,0,0,0,0,,0,0,湖北
2020-08-21,68139,0,63626,4512,,0,1,0,0,0,0,,0,0,湖北
2020-08-22,68139,0,63626,4512,,0,1,0,0,0,0,,0,0,湖北
2020-08-23,68139,0,63626,4512,,0,1,0,0,0,0,,0,0,湖北
2020-08-24,68139,0,63626,4512,,0,1,0,0,0,0,,0,0,湖北
2020-08-25,68139,0,63626,4512,,0,1,0,0,0,0,,0,0,湖北
2020-08-26,68139,0,63626,4512,,0,1,0,0,0,0,,0,0,湖北
2020-08-27,68139,0,63626,4512,,0,1,0,0,0,0,,0,0,湖北
2020-08-28,68139,0,63626,4512,,0,1,0,0,0,0,,0,0,湖北
2020-08-29,68139,0,63626,4512,,0,1,0,0,0,0,,0,0,湖北
2020-08-30,68139,0,63627,4512,,0,0,0,0,1,0,,0,0,湖北
2020-08-31,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-01,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-02,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-03,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-04,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-05,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-06,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-07,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-08,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-09,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-10,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-11,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-12,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-13,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-14,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-15,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-16,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-17,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-18,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-19,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-20,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-21,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-22,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-23,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-24,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-25,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-26,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-27,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-28,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-29,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-09-30,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-01,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-02,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-03,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-04,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-05,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-06,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-07,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-08,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-09,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-10,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-11,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-12,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-13,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-14,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-15,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-16,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-17,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-18,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-19,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-20,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-21,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-22,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-23,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-24,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-25,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-26,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-27,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-28,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-29,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-30,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-10-31,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-11-01,68139,0,63627,4512,,0,0,0,0,0,0,,0,0,湖北
2020-11-02,68143,0,63627,4512,,0,4,4,0,0,0,,0,0,湖北
2020-11-03,68143,0,63627,4512,,0,4,0,0,0,0,,0,0,湖北
2020-11-04,68143,0,63627,4512,,0,4,0,0,0,0,,0,0,湖北
2020-11-05,68143,0,63627,4512,,0,4,0,0,0,0,,0,0,湖北
2020-11-06,68143,0,63627,4512,,0,4,0,0,0,0,,0,0,湖北
2020-11-07,68147,0,63627,4512,,0,8,4,0,0,0,,0,0,湖北
2020-11-08,68147,0,63627,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-09,68147,0,63627,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-10,68147,0,63627,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-11,68147,0,63627,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-12,68147,0,63627,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-13,68147,0,63627,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-14,68148,0,63627,4512,,0,9,1,0,0,0,,0,0,湖北
2020-11-15,68148,0,63627,4512,,0,9,0,0,0,0,,0,0,湖北
2020-11-16,68148,0,63627,4512,,0,9,0,0,0,0,,0,0,湖北
2020-11-17,68148,0,63628,4512,,0,8,0,0,1,0,,0,0,湖北
2020-11-18,68148,0,63628,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-19,68148,0,63628,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-20,68148,0,63628,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-21,68148,0,63628,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-22,68148,0,63628,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-23,68148,0,63628,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-24,68148,0,63628,4512,,0,8,0,0,0,0,,0,0,湖北
2020-11-25,68148,0,63629,4512,,0,7,0,0,1,0,,0,0,湖北
2020-11-26,68148,0,63629,4512,,0,7,0,0,0,0,,0,0,湖北
2020-11-27,68148,0,63630,4512,,0,6,0,0,1,0,,0,0,湖北
2020-11-28,68148,0,63630,4512,,0,6,0,0,0,0,,0,0,湖北
2020-11-29,68148,0,63633,4512,,0,3,0,0,3,0,,0,0,湖北
2020-11-30,68148,0,63633,4512,,0,3,0,0,0,0,,0,0,湖北
2020-12-01,68148,0,63633,4512,,0,3,0,0,0,0,,0,0,湖北
2020-12-02,68149,0,63633,4512,,0,4,1,0,0,0,,0,0,湖北
2020-12-03,68149,0,63633,4512,,0,4,0,0,0,0,,0,0,湖北
2020-12-04,68149,0,63633,4512,,0,4,0,0,0,0,,0,0,湖北
2020-01-20,0,0,0,0,,0,0,0,0,0,0,,0,0,香港
2020-01-21,0,0,0,0,,0,0,0,0,0,0,,0,0,香港
2020-01-22,1,0,0,0,,0,1,1,0,0,0,,0,0,香港
2020-01-23,2,0,0,0,,0,2,1,0,0,0,,0,0,香港
2020-01-24,5,0,0,0,,0,5,3,0,0,0,,0,0,香港
2020-01-25,5,0,0,0,,0,5,0,0,0,0,,0,0,香港
2020-01-26,8,0,0,0,,0,8,3,0,0,0,,0,0,香港
2020-01-27,8,0,0,0,,0,8,0,0,0,0,,0,0,香港
2020-01-28,8,0,0,0,,0,8,0,0,0,0,,0,0,香港
2020-01-29,10,0,0,0,,0,10,2,0,0,0,,0,0,香港
2020-01-30,12,0,0,0,,0,12,2,0,0,0,,0,0,香港
2020-01-31,13,0,0,0,,0,13,1,0,0,0,,0,0,香港
2020-02-01,14,0,0,0,,0,14,1,0,0,0,,0,0,香港
2020-02-02,15,0,0,0,,0,15,1,0,0,0,,0,0,香港
2020-02-03,15,0,0,0,,0,15,0,0,0,0,,0,0,香港
2020-02-04,18,0,0,1,,0,17,3,0,0,1,,0,0,香港
2020-02-05,21,0,0,1,,0,20,4,0,0,0,,0,0,香港
2020-02-06,24,0,0,1,,0,23,3,0,0,0,,0,0,香港
2020-02-07,26,0,0,1,,0,25,1,0,0,0,,0,0,香港
2020-02-08,26,0,0,1,,0,25,2,0,0,0,,0,0,香港
2020-02-09,36,0,0,1,,0,35,10,0,0,0,,0,0,香港
2020-02-10,38,0,0,1,,0,37,9,0,0,0,,0,0,香港
2020-02-11,50,0,1,1,,0,48,8,0,1,0,,0,0,香港
2020-02-12,50,0,1,1,,0,48,8,0,0,0,,0,0,香港
2020-02-13,53,0,1,1,,0,51,3,0,0,0,,0,0,香港
2020-02-14,56,0,1,1,,0,54,3,0,0,0,,0,0,香港
2020-02-15,56,0,1,1,,0,54,0,0,0,0,,0,0,香港
2020-02-16,57,0,2,1,,0,54,1,0,1,0,,0,0,香港
2020-02-17,60,0,2,1,,0,57,3,0,0,0,,0,0,香港
